Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,_id,_rev,row
31,34,República,-23.5436,-46.6434,12,108586,58,47,22,NORMAL,43,2019-11-25,15,892243b555028e8718ea6e370f774ca9,1-c46c622a9908d400e2505e502216b1c7,7165
6,15,República,-23.5436,-46.6434,10,108634,40,21,16,NORMAL,6,2019-4-8,65,892243b555028e8718ea6e370f8046d7,1-9e99e0a5475372b4dbf43a11a4f069da,6938
18,12,República,-23.5436,-46.6434,2,108749,53,46,4,REABASTECER,43,2019-6-15,57,892243b555028e8718ea6e370f855c14,1-19309cd8574cd089f578952e4e7908be,7005
35,34,República,-23.5436,-46.6434,23,107557,17,67,22,NORMAL,15,2019-6-21,11,892243b555028e8718ea6e370f85ef70,1-b71852e7a42f22d7c09049ecb844d6e4,7011
5,11,República,-23.5436,-46.6434,43,110525,37,57,31,REABASTECER,30,2019-7-10,10,892243b555028e8718ea6e370f8753f5,1-585f8ac4b8c136c24b1b63e36681725f,7030
43,33,Higienópolis-Mackenzie,-23.5488,-46.6519,27,93202,44,72,33,NORMAL,37,2018-8-26,28,892243b555028e8718ea6e370f8c1b14,1-27fc8762ef273e3c776d4533a3ef3c93,7436
9,34,República,-23.5436,-46.6434,43,107176,34,75,43,NORMAL,25,2019-12-11,31,892243b555028e8718ea6e370f93c420,1-a332c1247d49c68947eeec1136b655d4,7181
18,5,Higienópolis-Mackenzie,-23.5488,-46.6519,21,92723,27,25,9,NORMAL,26,2018-2-20,50,892243b555028e8718ea6e370f9a0e59,1-9dfad37f7bf0d6dfe6b7537ccafe2822,7250
9,29,Faria Lima,-23.5675,-46.6929,27,53916,50,10,24,NORMAL,43,2018-3-2,42,892243b555028e8718ea6e370f9fa166,1-a3b50c84cfe6f10d47c52c7d674f51c2,7982
15,43,Higienópolis-Mackenzie,-23.5488,-46.6519,17,90666,8,76,7,NORMAL,18,2018-7-29,13,892243b555028e8718ea6e370fa5ebcc,1-941cc1f0706c571ed4b4a55059aba223,7409
28,40,Higienópolis-Mackenzie,-23.5488,-46.6519,43,90153,21,67,9,NORMAL,39,2019-8-18,16,892243b555028e8718ea6e370fa7832d,1-bf66545ff629820a541d2695e894ab7d,7788
37,9,Higienópolis-Mackenzie,-23.5488,-46.6519,10,93025,25,15,28,NORMAL,18,2019-9-29,35,892243b555028e8718ea6e370faaaeee,1-7f9b98b577f7ab1d2ee65c988a379ec8,7829
31,29,Higienópolis-Mackenzie,-23.5488,-46.6519,23,90220,24,38,43,REABASTECER,3,2019-12-17,20,892243b555028e8718ea6e370fb082bd,1-2badab62cb51653dc7c4174cfd78039a,7907
28,26,Higienópolis-Mackenzie,-23.5488,-46.6519,22,90141,44,35,43,NORMAL,43,2019-4-2,52,892243b555028e8718ea6e370fb8bc18,1-0f7b0aff003763423323f782e3288a06,7652
40,37,Higienópolis-Mackenzie,-23.5488,-46.6519,10,90571,24,3,25,NORMAL,29,2019-6-6,65,892243b555028e8718ea6e370fbdd9f4,1-275861bda381255da0e1baaee51208c7,7716
28,23,Faria Lima,-23.5675,-46.6929,26,51355,4,21,39,REABASTECER,5,2018-7-26,65,892243b555028e8718ea6e370fc1968c,1-07aac59e80986b1fcb25fb3de42dcea3,8126
28,6,Faria Lima,-23.5675,-46.6929,30,54566,24,44,35,REABASTECER,27,2019-5-30,27,892243b555028e8718ea6e370fc2aca5,1-99c6dce6424af96bd887fc4a7d3ead4d,8430
31,38,Higienópolis-Mackenzie,-23.5488,-46.6519,38,90231,10,26,10,NORMAL,6,2019-11-4,47,892243b555028e8718ea6e370fca5a9a,1-1939d512caa425b34bd5c56e94bba427,7864
2,5,Faria Lima,-23.5675,-46.6929,5,53936,7,64,31,NORMAL,26,2019-11-10,45,892243b555028e8718ea6e370fcf0f38,1-955fee613fe31adecaad186102866b6a,8590
2,22,Pinheiros,-23.5664,-46.703,9,76711,17,33,36,REABASTECER,23,2018-2-10,61,892243b555028e8718ea6e370fd5e7f8,1-92bb2a373bbec37ade73bfd4df98a487,8680
23,24,Pinheiros,-23.5664,-46.703,25,78624,39,86,8,NORMAL,26,2018-7-7,45,892243b555028e8718ea6e370fe2aa5f,1-c90c451ab1ed68ff787f85510c1c56e1,8827
31,5,Faria Lima,-23.5675,-46.6929,11,54237,47,17,43,NORMAL,17,2018-9-28,30,892243b555028e8718ea6e370fe57dce,1-757b562238a6e9c098b750f6044f7062,8188
27,19,Pinheiros,-23.5664,-46.703,21,76434,49,86,43,NORMAL,34,2018-8-20,19,892243b555028e8718ea6e370fe5ce59,1-b9b2769e3d8864443fc27f2a06e4fca1,8870
9,16,Faria Lima,-23.5675,-46.6929,7,54674,4,15,21,REABASTECER,35,2018-10-25,34,892243b555028e8718ea6e370fe7b2e9,1-645c0f8f737ec52d9b9876452b4dfa24,8215
18,42,Faria Lima,-23.5675,-46.6929,9,54552,46,77,8,NORMAL,2,2019-1-28,40,892243b555028e8718ea6e370fef2475,1-7e3ee2c5940a99ff1e8b5a8fc955a36a,8308
34,37,Faria Lima,-23.5675,-46.6929,43,51444,51,21,12,NORMAL,43,2019-4-25,12,892243b555028e8718ea6e370ff619c5,1-80d459959ac0d8a39b281ba07f9c031b,8395
43,37,Pinheiros,-23.5664,-46.703,36,79729,59,10,12,REABASTECER,43,2018-8-28,33,892243b555028e8718ea6e370ffd6d1f,1-ccfb5b66d25cdbfbfc2faf737dfb6965,8878
25,15,Barra Funda,-23.5542,-46.6707,37,149680,20,13,35,NORMAL,32,2018-3-27,60,892b8dfee24e3855a2b48b1898043ff0,1-1507aa0645e81a1e6a7bfa9afb0d9b78,5127
24,31,Barra Funda,-23.5542,-46.6707,23,148469,22,86,35,NORMAL,34,2018-4-7,59,892b8dfee24e3855a2b48b189804e0d4,1-f44af49f164febd5a63393b28422accd,5137
43,5,Brás,-23.5451,-46.6162,5,72974,58,51,8,NORMAL,18,2018-10-7,48,892b8dfee24e3855a2b48b189805f276,1-de26d4926800e0c87853b132186ef165,4597
8,37,Barra Funda,-23.5542,-46.6707,19,147541,39,35,43,NORMAL,14,2018-5-17,43,892b8dfee24e3855a2b48b189808061b,1-9e48fcb75ef67722edf6d69d14f1923e,5177
22,13,Consolação,-23.5581,-46.6606,43,112349,28,56,37,NORMAL,37,2019-5-2,12,892b8dfee24e3855a2b48b18980812bb,1-ae4a092c689bc11b0d05a5aa6f215fa0,2642
4,36,Barra Funda,-23.5542,-46.6707,39,149113,18,57,33,REABASTECER,21,2018-9-18,50,892b8dfee24e3855a2b48b1898103072,1-af27b9c58f8bc4afedc1d921ecd465b6,5298
5,7,Consolação,-23.5581,-46.6606,27,112231,17,3,17,REABASTECER,21,2019-9-27,61,892b8dfee24e3855a2b48b18981136bf,1-07a9d9fde4371ddf6dd3090668f44a56,2787
30,14,Barra Funda,-23.5542,-46.6707,38,149768,8,86,19,NORMAL,17,2018-11-3,35,892b8dfee24e3855a2b48b1898138593,1-5fae4511480eb72445ba9b44533525ba,5343
21,32,Barra Funda,-23.5542,-46.6707,43,146855,50,78,21,NORMAL,11,2019-2-19,11,892b8dfee24e3855a2b48b18981b695e,1-5da9d26684cbad31f1b7d5f363cf5047,5449
9,7,Barra Funda,-23.5542,-46.6707,40,150150,17,10,6,NORMAL,5,2019-4-27,61,892b8dfee24e3855a2b48b1898206455,1-ce9f7d7844ed748f33bdfdfbb5c72913,5517
29,2,Barra Funda,-23.5542,-46.6707,34,148706,59,13,12,REABASTECER,43,2019-9-12,57,892b8dfee24e3855a2b48b18982b3850,1-2d40164215db1d601952e24c19776efd,5652
7,21,Tatuapé,-23.5402,-46.5765,31,67942,16,50,17,NORMAL,8,2018-2-9,53,892b8dfee24e3855a2b48b189835db7b,1-2165f1a61acefda0dd33c6b3716228f0,5799
17,27,Tamanduateí,-23.5929,-46.5897,4,51483,35,15,19,REABASTECER,25,2019-4-25,16,892b8dfee24e3855a2b48b18983dd145,1-763a4ac4011ace8e8db92155ba8290ca,3355
27,25,Tatuapé,-23.5402,-46.5765,22,67421,65,31,32,NORMAL,23,2018-9-6,34,892b8dfee24e3855a2b48b189843c4de,1-98d2882b49a378faeefd40880c6b4e83,6006
35,40,Tatuapé,-23.5402,-46.5765,32,70194,15,62,11,NORMAL,24,2018-10-28,52,892b8dfee24e3855a2b48b189847bde3,1-36d3e53932696292c7850a587a8f775f,6058
41,36,Tamanduateí,-23.5929,-46.5897,41,49496,14,39,29,NORMAL,9,2019-11-16,30,892b8dfee24e3855a2b48b18984c3e76,1-180f7170c5b4d53d8bcf5b604fb1effd,3556
33,26,Barra Funda,-23.5542,-46.6707,16,148871,65,73,43,NORMAL,40,2019-10-4,38,892b8dfee24e3855a2b48b189854643b,1-c7ccc9e02f995a5f602bd49290e4c89f,5674
3,32,Barra Funda,-23.5542,-46.6707,35,150698,16,73,43,REABASTECER,33,2019-12-27,17,892b8dfee24e3855a2b48b18985a2934,1-77f24fbaa7299ea3c08bba8e5280cc07,5757
16,29,Tatuapé,-23.5402,-46.5765,10,67699,55,5,10,REABASTECER,23,2019-8-4,36,892b8dfee24e3855a2b48b18985b875d,1-405b0e253e0544a7fc1a90884b5fa4ca,6334
26,43,República,-23.5436,-46.6434,37,108371,8,16,21,NORMAL,19,2018-3-10,2,892b8dfee24e3855a2b48b18986c04e7,1-b616308743430c1398f53a03dbafe6f9,6550
9,33,Sé,-23.55,-46.6333,27,193384,18,61,32,NORMAL,43,2019-2-10,29,892b8dfee24e3855a2b48b18986e2dc7,1-7070313d3f313ce48bbbd6030c6db599,4000
16,21,Sé,-23.55,-46.6333,13,194056,48,86,21,NORMAL,31,2019-5-14,20,892b8dfee24e3855a2b48b189874ce37,1-cac318927c7a315ffddddfc73dfbdbc6,4094
37,38,Tatuapé,-23.5402,-46.5765,43,67383,2,43,22,NORMAL,7,2019-3-9,14,892b8dfee24e3855a2b48b18987a6e32,1-d8963740d04f2f89c4f1938af301a9d7,6189
24,30,Sé,-23.55,-46.6333,32,194110,42,61,43,NORMAL,43,2019-8-24,22,892b8dfee24e3855a2b48b18987cb5a7,1-ac68efc8452a030129da0032cc90bbfd,4194
21,8,Sé,-23.55,-46.6333,25,192231,2,57,31,NORMAL,9,2019-9-27,65,892b8dfee24e3855a2b48b18987ee2bc,1-8fa2d4cdc26e1ecd22f531dfa7eaf1d7,4227
7,27,Tatuapé,-23.5402,-46.5765,18,67852,55,37,12,NORMAL,25,2019-6-8,46,892b8dfee24e3855a2b48b189880ff74,1-ee61553f579f9b034348de0f582d4ccc,6278
12,2,Brás,-23.5451,-46.6162,6,73403,37,61,11,REABASTECER,20,2018-1-29,65,892b8dfee24e3855a2b48b189888b64a,1-ef7907dbed1ef7dfaca4d03987bdf419,4349
43,43,Tatuapé,-23.5402,-46.5765,11,67112,63,61,19,NORMAL,16,2019-12-24,15,892b8dfee24e3855a2b48b18988eb61d,1-e79b9693c1bf6d6228190f51bcf9230b,6474
33,17,Higienópolis-Mackenzie,-23.5488,-46.6519,32,91689,59,66,25,NORMAL,39,2018-2-16,6,892b8dfee24e3855a2b48b18989dafdc,1-9e41ba17133d0519ab322aa518a5ad3f,7246
32,18,República,-23.5436,-46.6434,35,107556,7,8,30,NORMAL,9,2018-9-6,27,892b8dfee24e3855a2b48b1898a1ca36,1-3f64ccfa35ea0a5b3eea248d2478be0b,6726
22,26,Brás,-23.5451,-46.6162,28,72289,53,58,24,NORMAL,38,2019-4-9,43,892b8dfee24e3855a2b48b1898a79b58,1-ad12973bb3bd529d59b1ea4669e452fa,4779
19,33,Higienópolis-Mackenzie,-23.5488,-46.6519,43,92511,20,24,13,NORMAL,21,2018-7-17,26,892b8dfee24e3855a2b48b1898a85fca,1-37cfd97311506e3dd73fe333f545e022,7397
43,30,República,-23.5436,-46.6434,15,108958,39,57,43,NORMAL,13,2019-1-24,59,892b8dfee24e3855a2b48b1898ab405d,1-d0c82a39b9c1a9bb860c17137fdd77d0,6864
15,27,Brás,-23.5451,-46.6162,18,72235,22,86,31,NORMAL,10,2019-9-22,24,892b8dfee24e3855a2b48b1898b27778,1-545c854d6ff61176aa5542d5ea624628,4942
10,38,Brás,-23.5451,-46.6162,32,73074,24,63,31,NORMAL,13,2019-10-2,21,892b8dfee24e3855a2b48b1898b32512,1-a0544e2f5cafa774a704ac6d2cf606b2,4952
33,36,República,-23.5436,-46.6434,30,108041,6,12,12,NORMAL,9,2019-7-15,45,892b8dfee24e3855a2b48b1898b68855,1-e79665be7b8ab400b3030c2a6cbe200d,7035
33,23,República,-23.5436,-46.6434,11,110980,65,45,5,REABASTECER,6,2019-8-15,37,892b8dfee24e3855a2b48b1898b817e9,1-1c09c888d23eb5634900f36b02b20f43,7065
4,4,Higienópolis-Mackenzie,-23.5488,-46.6519,17,91104,35,23,33,NORMAL,38,2019-6-4,12,892b8dfee24e3855a2b48b1898bcb389,1-f7be53958723a53a0fd716acb6b50f77,7714
22,11,Barra Funda,-23.5542,-46.6707,43,148730,57,32,16,NORMAL,39,2018-9-2,25,892b8dfee24e3855a2b48b1898c93ace,1-f355b13661dc6bf18f54bef50fa2b7be,5282
23,7,Higienópolis-Mackenzie,-23.5488,-46.6519,28,89763,15,67,18,NORMAL,24,2018-8-8,18,892b8dfee24e3855a2b48b1898cfa998,1-d26ae1a1a0a4fb0859f8e225e40b49cb,7418
39,13,Barra Funda,-23.5542,-46.6707,43,147366,4,50,2,REABASTECER,28,2019-1-25,45,892b8dfee24e3855a2b48b1898d381cb,1-82abc50a8aa0072a5d9bb33cd818b16e,5425
12,38,Faria Lima,-23.5675,-46.6929,36,52939,35,67,19,NORMAL,31,2018-7-21,35,892b8dfee24e3855a2b48b1898d80787,1-cbd177a8ee57f1cafa1967e292cb0e21,8121
43,24,Faria Lima,-23.5675,-46.6929,43,54512,11,15,33,NORMAL,17,2019-3-18,26,892b8dfee24e3855a2b48b1898e95e2c,1-6f5ea97ad39d848801b8d87a0cfbdcc5,8358
41,8,Higienópolis-Mackenzie,-23.5488,-46.6519,13,93148,36,12,25,REABASTECER,11,2019-8-15,34,892b8dfee24e3855a2b48b1898e9e385,1-c2a4f5cac25b1ee71fc36e7302773271,7785
30,43,Higienópolis-Mackenzie,-23.5488,-46.6519,7,91171,8,86,22,REABASTECER,13,2019-10-1,25,892b8dfee24e3855a2b48b1898ed2894,1-ea2fd913c6425229cb902fc7e8deb39f,7831
37,24,Faria Lima,-23.5675,-46.6929,12,52056,55,64,18,NORMAL,18,2019-10-21,38,892b8dfee24e3855a2b48b1898f7ca94,1-bcfad9cc1b731acb52e8e8c5b535810b,8571
31,34,Faria Lima,-23.5675,-46.6929,31,52327,27,56,33,NORMAL,22,2018-4-1,32,892b8dfee24e3855a2b48b1898f94e39,1-3afc59881310e3594b7b36e98a70e6ce,8011
10,29,Tatuapé,-23.5402,-46.5765,28,69349,27,86,8,REABASTECER,43,2018-8-21,4,892b8dfee24e3855a2b48b1898fe0cc8,1-a8c04decb0f2e455a92d7e1a6fec8571,5991
26,7,São Judas,-23.6255,-46.6411,10,16438,48,57,32,NORMAL,37,2019-1-29,17,896dc6c94436e5ce676d91e4950b0de7,1-a11f4fa02f7a041b599dff5efbcc1404,13349
37,43,São Judas,-23.6255,-46.6411,36,14441,19,61,25,NORMAL,43,2019-4-19,41,896dc6c94436e5ce676d91e4951114d8,1-8df03e58b6fec0c8647eaadca78aad51,13429
37,34,São Joaquim,-23.5618,-46.6389,38,33032,14,73,19,NORMAL,17,2019-8-1,46,896dc6c94436e5ce676d91e49512b370,1-1d80c65c07b5dd462d88b64608295886,12811
19,10,São Judas,-23.6255,-46.6411,29,15176,52,53,5,REABASTECER,12,2019-5-16,15,896dc6c94436e5ce676d91e49512c705,1-20c696dcb02961440e673ebe187a0d49,13456
25,21,São Judas,-23.6255,-46.6411,9,16482,44,73,41,REABASTECER,6,2019-6-8,4,896dc6c94436e5ce676d91e495147a72,1-9e68026b980921ecbd258381bc8fe76f,13478
25,18,São Judas,-23.6255,-46.6411,18,16523,56,50,29,NORMAL,28,2019-9-26,46,896dc6c94436e5ce676d91e4951afa92,1-133123b30f46510cd4a18720dcc24b59,13586
17,16,Butantã,-23.5844,-46.7252,8,64732,49,20,43,NORMAL,30,2019-8-21,31,896dc6c94436e5ce676d91e4951d318f,1-28bd6b655b2578d950cd05fbc29e70ab,9951
37,15,São Judas,-23.6255,-46.6411,35,16223,35,12,23,REABASTECER,4,2018-2-23,50,896dc6c94436e5ce676d91e4951fcd23,1-0df4fa09798442296d90146de8c73d22,13013
7,36,São Judas,-23.6255,-46.6411,35,13753,52,9,3,REABASTECER,31,2018-5-24,17,896dc6c94436e5ce676d91e49525aee1,1-f93fb725a6c40021d01068b88f3b5421,13104
29,17,Butantã,-23.5844,-46.7252,43,65596,40,41,43,NORMAL,33,2019-12-24,40,896dc6c94436e5ce676d91e4952629da,1-e2b128a30f25ee256522141077d34c5e,10074
28,8,Vila Mariana,-23.5895,-46.6346,43,24041,65,41,35,NORMAL,39,2018-6-9,25,896dc6c94436e5ce676d91e4952b39f4,1-e4f61f619917fde3efb9833d4008a2e1,13839
6,21,São Judas,-23.6255,-46.6411,7,14570,36,55,28,REABASTECER,15,2018-8-24,29,896dc6c94436e5ce676d91e4952b574c,1-74270b96a75893c825787b3f20dfa52c,13194
34,43,Fradique Coutinho,-23.5661,-46.6841,18,34453,47,64,10,NORMAL,18,2018-7-18,11,896dc6c94436e5ce676d91e495338b20,1-516983f0de069be3c04d66a989e8efc8,10278
13,25,Vila Mariana,-23.5895,-46.6346,13,22738,56,4,23,REABASTECER,9,2018-10-22,50,896dc6c94436e5ce676d91e4953419a8,1-637256337fb00bdc791e5c87ac265f3a,13972
16,5,São Judas,-23.6255,-46.6411,43,16844,32,34,23,REABASTECER,30,2019-2-1,2,896dc6c94436e5ce676d91e4953533e2,1-bf5397862aea12254a35874d06970c0f,13351
31,27,Vila Mariana,-23.5895,-46.6346,36,21624,34,23,40,NORMAL,34,2018-11-18,61,896dc6c94436e5ce676d91e49535399a,1-bb574cadf4fa80cfb07eb5c5d9aaf45b,13998
14,12,São Judas,-23.6255,-46.6411,29,15589,50,62,43,NORMAL,35,2019-3-12,56,896dc6c94436e5ce676d91e4953735ff,1-a558fb7bd08646798b94904f78b14495,13392
11,43,Fradique Coutinho,-23.5661,-46.6841,23,33237,41,66,43,NORMAL,20,2018-10-9,55,896dc6c94436e5ce676d91e495382eda,1-2e1f6006d4909221d3a5bf55a43c5701,10359
33,7,Vila Mariana,-23.5895,-46.6346,35,23691,35,34,40,NORMAL,37,2019-6-21,11,896dc6c94436e5ce676d91e49542e8e4,1-ef899d4c781226f527bb4ff7b2db8d9d,14211
14,26,São Judas,-23.6255,-46.6411,32,16942,44,66,27,NORMAL,16,2019-9-7,47,896dc6c94436e5ce676d91e4954331f6,1-7b2b86a1abdda8ae16ae3d9a500024ae,13567
3,21,Vila Mariana,-23.5895,-46.6346,15,24186,28,86,9,NORMAL,16,2018-6-5,56,896dc6c94436e5ce676d91e4955423e8,1-ae2fef99105d30d18b54447539bdada4,13835
40,9,Vila Mariana,-23.5895,-46.6346,43,23171,13,68,9,NORMAL,36,2018-9-14,33,896dc6c94436e5ce676d91e4955b4f64,1-a7bbc4c55a9f7ee3564be0b602d166a2,13934
43,6,Brooklin,-23.6263,-46.6878,17,29403,48,73,7,REABASTECER,13,2018-7-3,13,896dc6c94436e5ce676d91e4955b5483,1-72b95f9f110ed66eabd94494fa93bfb9,14583
33,16,Vila Mariana,-23.5895,-46.6346,7,21713,21,31,7,NORMAL,36,2018-9-25,33,896dc6c94436e5ce676d91e4955be244,1-efda5a896c1cdeedd9e681308ea3eeac,13945
12,38,Vila Mariana,-23.5895,-46.6346,30,21116,57,86,25,NORMAL,10,2018-11-2,38,896dc6c94436e5ce676d91e4955e153a,1-e143b2aa4812eb0d4646b6c89985d411,13982
26,41,Luz,-23.5365,-46.6332,43,125594,50,16,21,NORMAL,11,2018-6-5,42,896dc6c94436e5ce676d91e49560631d,1-f30a72f295ba8b811d47d1ad625ab490,10955
6,43,Brooklin,-23.6263,-46.6878,42,26834,54,76,15,NORMAL,18,2018-10-18,59,896dc6c94436e5ce676d91e49561e83c,1-2cd136406addbf4b1ac451be44a23854,14688
4,7,Vila Mariana,-23.5895,-46.6346,34,25040,59,79,32,REABASTECER,8,2019-1-7,44,896dc6c94436e5ce676d91e495627dd6,1-601b72923632dff3f178cf64cf1aa7ca,14047
14,16,Vila Mariana,-23.5895,-46.6346,37,24943,65,42,43,NORMAL,11,2019-4-2,61,896dc6c94436e5ce676d91e49568d837,1-7e7119d87a216c8d30d611b3ab5b9ceb,14132
8,13,Brooklin,-23.6263,-46.6878,40,28268,56,86,26,NORMAL,8,2019-4-13,23,896dc6c94436e5ce676d91e4956e03b5,1-4986428a76ab651a57cccf61210e5135,14863
33,42,Brooklin,-23.6263,-46.6878,38,28705,12,11,30,REABASTECER,43,2019-6-14,12,896dc6c94436e5ce676d91e49571c768,1-73b1cf524fc8e6e8d3ddef680abdc79e,14924
18,23,Brooklin,-23.6263,-46.6878,22,29494,41,86,6,NORMAL,26,2019-7-19,49,896dc6c94436e5ce676d91e495741d3d,1-c9abc6411abac1b45d6caca3f1dd44f5,14959
7,15,Luz,-23.5365,-46.6332,41,125416,21,74,31,NORMAL,24,2019-5-12,20,896dc6c94436e5ce676d91e49577ed88,1-c060b32d9fee6fd77ac19bbcc383df5d,11292
17,30,Brooklin,-23.6263,-46.6878,32,28325,11,56,10,NORMAL,20,2019-11-17,55,896dc6c94436e5ce676d91e4957cfaec,1-949194775f64ee55f44fbc73fb77a747,15077
16,3,Brooklin,-23.6263,-46.6878,26,26273,40,17,8,REABASTECER,16,2018-4-8,21,896dc6c94436e5ce676d91e4958110a0,1-a0d2901348a2d3e64a886d56bb015bbd,14498
23,9,Brooklin,-23.6263,-46.6878,14,28245,22,55,35,NORMAL,9,2018-10-2,40,896dc6c94436e5ce676d91e4958d0997,1-6ddb1e17718e19e817be2d6ec6f77d0a,14672
18,20,Ana Rosa,-23.5813,-46.6383,27,65942,43,67,38,NORMAL,33,2018-7-18,12,896dc6c94436e5ce676d91e495968186,1-2db6498953891e0e5c3cb203d6120c1c,11718
33,42,Brooklin,-23.6263,-46.6878,38,28705,12,11,30,REABASTECER,43,2019-6-14,12,896dc6c94436e5ce676d91e4959e1eb8,1-73b1cf524fc8e6e8d3ddef680abdc79e,14924
14,2,Brooklin,-23.6263,-46.6878,35,29203,48,33,10,REABASTECER,28,2019-6-28,56,896dc6c94436e5ce676d91e4959f1682,1-87c155e72d860a5b62f9fb34d54986a5,14938
16,14,Campo Belo,-23.6188,-46.6823,31,26177,59,9,15,REABASTECER,33,2019-5-7,31,896dc6c94436e5ce676d91e495a0a107,1-5cde708798d06cba5df3062e23ef0ddf,15607
43,35,Campo Belo,-23.6188,-46.6823,43,27000,58,5,10,REABASTECER,26,2019-6-13,34,896dc6c94436e5ce676d91e495a2bcb1,1-0f4c9d66f9ff33c68429d5e3ff6ab734,15643
4,30,Ana Rosa,-23.5813,-46.6383,24,64466,34,86,40,NORMAL,43,2019-1-8,20,896dc6c94436e5ce676d91e495a346bb,1-c1a15429f48a9951f7ccfd35a0281048,11888
38,14,Ana Rosa,-23.5813,-46.6383,17,63976,10,57,28,NORMAL,28,2019-2-25,38,896dc6c94436e5ce676d91e495a6dffe,1-5b2fc7ee202ace8e769171ac87f84d45,11935
32,19,Campo Belo,-23.6188,-46.6823,12,24940,21,38,43,NORMAL,16,2019-9-2,16,896dc6c94436e5ce676d91e495a8d44f,1-56bc9bc4770e0a7f9dee55084111c15c,15722
34,37,Ana Rosa,-23.5813,-46.6383,24,63802,46,28,26,NORMAL,8,2019-5-29,34,896dc6c94436e5ce676d91e495ae31d4,1-dbaa04a498d8c38eaebc7dc74426e36c,12029
37,37,Eucaliptos,-23.61,-46.6686,32,23660,8,57,38,REABASTECER,40,2018-1-13,56,896dc6c94436e5ce676d91e495b192cf,1-c732fcaa56c3b7baf98f3777f23e4117,15853
33,15,Eucaliptos,-23.61,-46.6686,40,24151,5,9,36,NORMAL,41,2018-4-8,5,896dc6c94436e5ce676d91e495b76401,1-163c5f0a8ec0c0fb098ea45cfb38fdce,15938
18,19,Ana Rosa,-23.5813,-46.6383,16,67562,23,29,23,NORMAL,36,2019-10-24,48,896dc6c94436e5ce676d91e495b7db76,1-509456cd1ae382cab49bd3b2fcc409f8,12174
20,11,Campo Belo,-23.6188,-46.6823,22,26956,61,42,20,NORMAL,35,2019-4-25,52,896dc6c94436e5ce676d91e495cbfddc,1-4ecacc3c4ab0aa8c0163a297ad93bb7c,15595
35,22,Campo Belo,-23.6188,-46.6823,15,24557,24,47,1,REABASTECER,21,2019-9-1,21,896dc6c94436e5ce676d91e495d3b62b,1-fdf8d1f24afa0f5364e0a6300281e0b5,15721
41,37,Moema,-23.5489,-46.6388,5,18959,56,60,43,REABASTECER,34,2018-1-13,65,896dc6c94436e5ce676d91e495e0c952,1-aadb3dbed95ad7be57d17b654d3ed5d5,16573
38,8,São Joaquim,-23.5618,-46.6389,22,35195,30,27,7,NORMAL,33,2019-12-5,65,896dc6c94436e5ce676d91e495ebdae7,1-f43e8bae0e3bf82f1021f127e9bf80ee,12935
31,43,Moema,-23.5489,-46.6388,41,19161,10,76,37,REABASTECER,34,2018-9-16,5,896dc6c94436e5ce676d91e495f0f645,1-e89d4f1a214738e05d4b94bd6079a0f3,16816
34,42,Eucaliptos,-23.61,-46.6686,31,24249,65,39,37,NORMAL,41,2018-11-29,55,896dc6c94436e5ce676d91e495f1acc4,1-96e036c66f8ddfb8b0ca0cb3c761d0a7,16169
40,24,Moema,-23.5489,-46.6388,5,19667,9,39,43,REABASTECER,31,2018-10-7,65,896dc6c94436e5ce676d91e495f25581,1-b1ea3b93865c6cd8b91da104ceeec196,16837
34,22,Moema,-23.5489,-46.6388,43,18566,65,27,41,NORMAL,27,2018-10-8,61,896dc6c94436e5ce676d91e495f26119,1-803a561ba67e25c338bf0103f1187431,16838
7,9,Eucaliptos,-23.61,-46.6686,17,25056,52,60,37,NORMAL,27,2019-4-15,36,896dc6c94436e5ce676d91e495fb29be,1-be5038f31765487ae5bf28f059a6e639,16305
26,30,Sé,-23.55,-46.6333,24,192170,51,5,21,REABASTECER,24,2018-12-10,53,8a60084c8019feb37251489a23117cfb,1-91195940baf9f2f5570e0460dd3da2df,3940
43,20,Sé,-23.55,-46.6333,19,194319,62,21,26,NORMAL,29,2018-9-6,47,8a60084c8019feb37251489a2316be1c,1-06998d07660e3e848ffa000b74923f45,3846
40,20,Sé,-23.55,-46.6333,16,194504,56,13,23,NORMAL,26,2018-9-7,37,8a60084c8019feb37251489a2316c036,1-64eda330912e3701f9e40208a9f33d79,3847
43,43,Sé,-23.55,-46.6333,8,193363,52,38,18,NORMAL,19,2018-8-26,65,8a60084c8019feb37251489a23172bc7,1-08f8070cc17b21b48a135ee81a355330,3836
32,38,Sé,-23.55,-46.6333,37,192392,43,65,14,NORMAL,25,2019-1-1,27,8a60084c8019feb37251489a23217a02,1-6028c4b93b2dbf2bace6aafb3d8fe7aa,3961
43,37,Sé,-23.55,-46.6333,33,195150,63,18,12,NORMAL,18,2019-8-10,60,8a60084c8019feb37251489a23281e6a,1-6320c3db887c66f0d6b90fc8a29013a3,4180
13,33,Sé,-23.55,-46.6333,36,194306,32,86,26,NORMAL,32,2019-9-8,65,8a60084c8019feb37251489a232ad4e6,1-7d6a2d1502cedae6f1cecc6919125d1b,4208
5,17,Brás,-23.5451,-46.6162,8,73814,56,7,14,REABASTECER,23,2018-4-14,9,8a60084c8019feb37251489a233d2cf4,1-ea2e984f4f74687fba5546a3fc8d9c79,4424
